x,y,gene
18848,59307,ACTG1
18856,60828,ACTG1
18857,60089,ACTG1
18857,60089,ACTG1
18858,58674,ACTG1
18859,59114,ACTG1
18862,60131,ACTG1
18865,58580,ACTG1
18866,60774,ACTG1
18867,58967,ACTG1
18869,60074,ACTG1
18869,60558,ACTG1
18869,60663,ACTG1
18870,59372,ACTG1
18871,58358,ACTG1
18871,59953,ACTG1
18877,58415,ACTG1
18878,59356,ACTG1
18879,58595,ACTG1
18884,60526,ACTG1
18890,58735,ACTG1
18896,58527,ACTG1
17014,58778,ACTG2
18128,58941,ACTG2
16773,59355,ACTL6A
16773,59355,ACTL6A
16831,59885,ACTL6A
16862,59042,ACTL6A
16989,60389,ACTL6A
16989,60389,ACTL6A
17021,60806,ACTL6A
17062,59617,ACTL6A
17168,58585,ACTL6A
17168,58585,ACTL6A
17470,60078,ACTL6A
17478,58611,ACTL6A
17478,58611,ACTL6A
17680,58388,ACTL6A
17718,59405,ACTL6A
17742,60024,ACTL6A
17761,59722,ACTL6A
17761,59722,ACTL6A
17763,59534,ACTL6A
17838,59211,ACTL6A
17956,59531,ACTL6A
18223,59458,ACTL6A
18337,59384,ACTL6A
18414,60322,ACTL6A
18453,59456,ACTL6A
18453,59456,ACTL6A
18546,59219,ACTL6A
18553,60734,ACTL6A
18741,58565,ACTL6A
18787,59002,ACTL6A
18787,59002,ACTL6A
18789,59282,ACTL6A
18830,60694,ACTL6A
18830,60694,ACTL6A
16673,59355,ACTL6B
16690,60275,ACTL6B
16738,59217,ACTL6B
16812,60776,ACTL6B
16822,59567,ACTL6B
16832,60665,ACTL6B
16910,59600,ACTL6B
16910,59600,ACTL6B
16930,59040,ACTL6B
16930,58331,ACTL6B
16941,60258,ACTL6B
17003,59468,ACTL6B
17017,59421,ACTL6B
17025,60729,ACTL6B
17025,60729,ACTL6B
17025,60729,ACTL6B
17025,60729,ACTL6B
17183,59994,ACTL6B
17195,59175,ACTL6B
17308,60349,ACTL6B
17309,59945,ACTL6B
17389,60526,ACTL6B
17404,59080,ACTL6B
17412,59718,ACTL6B
17425,59468,ACTL6B
17432,59206,ACTL6B
17449,58697,ACTL6B
17517,60548,ACTL6B
17539,59862,ACTL6B
17560,59461,ACTL6B
17563,58733,ACTL6B
17687,59155,ACTL6B
17703,58847,ACTL6B
17742,58516,ACTL6B
17755,59684,ACTL6B
17755,59684,ACTL6B
17780,59623,ACTL6B
17784,59680,ACTL6B
17810,59660,ACTL6B
17821,59976,ACTL6B
17832,59514,ACTL6B
17904,59015,ACTL6B
17930,59609,ACTL6B
17938,60075,ACTL6B
17938,60075,ACTL6B
17961,59654,ACTL6B
17961,59654,ACTL6B
17961,59654,ACTL6B
18023,60690,ACTL6B
18023,60690,ACTL6B
18025,59113,ACTL6B
18039,60415,ACTL6B
18066,59704,ACTL6B
18069,60562,ACTL6B
18087,59467,ACTL6B
18087,59467,ACTL6B
18087,59467,ACTL6B
18133,58820,ACTL6B
18137,58560,ACTL6B
18154,59542,ACTL6B
18162,60051,ACTL6B
18180,60102,ACTL6B
18212,59588,ACTL6B
18214,58352,ACTL6B
18362,60543,ACTL6B
18416,60708,ACTL6B
18460,59262,ACTL6B
18520,60431,ACTL6B
18545,58839,ACTL6B
18593,58933,ACTL6B
18600,60675,ACTL6B
18652,58405,ACTL6B
18652,58405,ACTL6B
18724,59866,ACTL6B
16692,60487,ACTN1
16707,60404,ACTN1
16726,58889,ACTN1
16755,59908,ACTN1
16791,58449,ACTN1
16798,59167,ACTN1
16798,59167,ACTN1
16799,60626,ACTN1
16819,60509,ACTN1
16819,59183,ACTN1
16833,60215,ACTN1
16839,60113,ACTN1
16853,58963,ACTN1
16873,60346,ACTN1
16877,60137,ACTN1
16879,58577,ACTN1
16901,59303,ACTN1
16923,58528,ACTN1
16926,60829,ACTN1
16929,58361,ACTN1
16997,60706,ACTN1
17011,60329,ACTN1
17011,60329,ACTN1
17017,60000,ACTN1
17043,59626,ACTN1
17060,59000,ACTN1
17060,58427,ACTN1
17060,58427,ACTN1
17060,58427,ACTN1
17085,59573,ACTN1
17103,59499,ACTN1
17106,59897,ACTN1
17106,59897,ACTN1
17130,59304,ACTN1
17133,60801,ACTN1
17142,60139,ACTN1
17142,60139,ACTN1
17168,60717,ACTN1
17175,59995,ACTN1
17175,59995,ACTN1
17175,59995,ACTN1
17185,59528,ACTN1
17187,59301,ACTN1
17187,59301,ACTN1
17194,59997,ACTN1
17204,60571,ACTN1
17215,60404,ACTN1
17234,60631,ACTN1
17234,60631,ACTN1
17248,58575,ACTN1
17248,58575,ACTN1
17270,58977,ACTN1
17277,60346,ACTN1
17290,59554,ACTN1
17314,58376,ACTN1
17343,59004,ACTN1
17343,59004,ACTN1
17348,59353,ACTN1
17348,59353,ACTN1
17352,60688,ACTN1
17357,59352,ACTN1
17358,59960,ACTN1
17362,59702,ACTN1
17378,58431,ACTN1
17411,60278,ACTN1
17538,59028,ACTN1
17565,60190,ACTN1
17565,60190,ACTN1
17574,59629,ACTN1
17579,60569,ACTN1
17588,58981,ACTN1
17590,60505,ACTN1
17630,60718,ACTN1
17630,60718,ACTN1
17630,60718,ACTN1
17643,60353,ACTN1
17663,58454,ACTN1
17681,60508,ACTN1
17684,59409,ACTN1
17689,58760,ACTN1
17689,58760,ACTN1
17693,59938,ACTN1
17709,59130,ACTN1
17721,59418,ACTN1
17723,59192,ACTN1
17723,59192,ACTN1
17727,58369,ACTN1
17736,59687,ACTN1
17746,60078,ACTN1
17769,60076,ACTN1
17770,59585,ACTN1
17791,58985,ACTN1
17791,58985,ACTN1
17791,58985,ACTN1
17796,60610,ACTN1
17797,60607,ACTN1
17801,60479,ACTN1
17801,60479,ACTN1
17826,58843,ACTN1
17832,59793,ACTN1
17843,59934,ACTN1
17856,58655,ACTN1
17862,58762,ACTN1
17880,58418,ACTN1
17880,60514,ACTN1
17880,60514,ACTN1
17899,60755,ACTN1
17929,59757,ACTN1
17930,58903,ACTN1
17940,60763,ACTN1
17943,60786,ACTN1
17943,60786,ACTN1
17949,59792,ACTN1
17956,59595,ACTN1
17966,59720,ACTN1
17971,60439,ACTN1
18008,60436,ACTN1
18027,60427,ACTN1
18029,60717,ACTN1
18048,59746,ACTN1
18114,59500,ACTN1
18115,59485,ACTN1
18126,59277,ACTN1
18135,59327,ACTN1
18135,59327,ACTN1
18135,59327,ACTN1
18135,59327,ACTN1
18156,60701,ACTN1
18170,60278,ACTN1
18170,60278,ACTN1
18242,60472,ACTN1
18245,60346,ACTN1
18285,59746,ACTN1
18300,58402,ACTN1
18341,60349,ACTN1
18342,60345,ACTN1
18405,58640,ACTN1
18416,58958,ACTN1
18416,58958,ACTN1
18452,59563,ACTN1
18469,60582,ACTN1
18476,59041,ACTN1
18508,60219,ACTN1
18555,59358,ACTN1
18555,59358,ACTN1
18560,59356,ACTN1
18567,59587,ACTN1
18576,59887,ACTN1
18603,59861,ACTN1
18603,59861,ACTN1
18613,60774,ACTN1
18646,60300,ACTN1
18689,60412,ACTN1
18693,58592,ACTN1
18718,59020,ACTN1
18746,58727,ACTN1
18759,59157,ACTN1
18765,60389,ACTN1
18777,59520,ACTN1
18786,60398,ACTN1
18788,59768,ACTN1
18791,60050,ACTN1
18815,60371,ACTN1
18816,58419,ACTN1
18834,60752,ACTN1
18850,58898,ACTN1
18879,59352,ACTN1
18879,59352,ACTN1
18879,59352,ACTN1
18880,59564,ACTN1
18890,58750,ACTN1
16728,58811,ACTN2
16900,59122,ACTN2
16931,59136,ACTN2
16931,59136,ACTN2
16935,60657,ACTN2
16951,60605,ACTN2
16970,59103,ACTN2
17137,58764,ACTN2
17137,58764,ACTN2
17137,58764,ACTN2
17277,59789,ACTN2
17388,60160,ACTN2
17391,58663,ACTN2
17391,58663,ACTN2
17472,59255,ACTN2
17560,60380,ACTN2
17798,58879,ACTN2
17812,60116,ACTN2
17812,60116,ACTN2
17812,60116,ACTN2
17812,60116,ACTN2
17812,60116,ACTN2
17812,60116,ACTN2
17875,60807,ACTN2
17920,59450,ACTN2
18022,60092,ACTN2
18320,60313,ACTN2
18382,59367,ACTN2
18388,59141,ACTN2
18444,58903,ACTN2
18489,58863,ACTN2
18529,60534,ACTN2
18529,60534,ACTN2
18532,60524,ACTN2
18534,60732,ACTN2
18581,60333,ACTN2
18764,58881,ACTN2
18764,58881,ACTN2
18772,59263,ACTN2
16673,60757,ACTN4
16673,60308,ACTN4
16710,58955,ACTN4
16719,58651,ACTN4
16728,58355,ACTN4
16783,59893,ACTN4
16783,59893,ACTN4
16801,58386,ACTN4
16862,58711,ACTN4
16865,59791,ACTN4
16885,59468,ACTN4
16909,58465,ACTN4
16923,59217,ACTN4
16984,60694,ACTN4
17039,58774,ACTN4
17087,59147,ACTN4
17122,59452,ACTN4
17122,59452,ACTN4
17122,59452,ACTN4
17143,59360,ACTN4
17237,60434,ACTN4
17239,60558,ACTN4
17299,58830,ACTN4
17303,59076,ACTN4
17303,59076,ACTN4
17343,60378,ACTN4
17398,60041,ACTN4
17442,60563,ACTN4
17488,58680,ACTN4
17490,58897,ACTN4
17493,60656,ACTN4
17494,58334,ACTN4
17521,59756,ACTN4
17521,59756,ACTN4
17527,59439,ACTN4
17532,60534,ACTN4
17582,59325,ACTN4
17624,60681,ACTN4
17624,60681,ACTN4
17661,58336,ACTN4
17661,58336,ACTN4
17663,60627,ACTN4
17695,60695,ACTN4
17768,58959,ACTN4
17796,60124,ACTN4
17796,60124,ACTN4
17805,60109,ACTN4
17825,59422,ACTN4
17835,59186,ACTN4
17865,60738,ACTN4
17878,60233,ACTN4
17879,59508,ACTN4
17915,60792,ACTN4
17920,60195,ACTN4
17934,59984,ACTN4
17951,58672,ACTN4
17951,58672,ACTN4
17978,59667,ACTN4
17978,59667,ACTN4
17978,59667,ACTN4
18021,59850,ACTN4
18082,60401,ACTN4
18193,59975,ACTN4
18223,60006,ACTN4
18224,58951,ACTN4
18224,58951,ACTN4
18235,60469,ACTN4
18253,60191,ACTN4
18267,58819,ACTN4
18289,60343,ACTN4
18314,59240,ACTN4
18316,60788,ACTN4
18322,58612,ACTN4
18330,59185,ACTN4
18330,59185,ACTN4
18342,60322,ACTN4
18372,59536,ACTN4
18409,59866,ACTN4
18409,60045,ACTN4
18485,59084,ACTN4
18486,60570,ACTN4
18486,60570,ACTN4
18532,60391,ACTN4
18541,60402,ACTN4
18543,60330,ACTN4
18554,59741,ACTN4
18558,60552,ACTN4
18622,59897,ACTN4
18650,59641,ACTN4
18703,60749,ACTN4
18722,60488,ACTN4
18740,58736,ACTN4
18769,59933,ACTN4
18824,60767,ACTN4
18828,58854,ACTN4
18841,59843,ACTN4
18895,59726,ACTN4
16672,59964,ACTR10
16672,59964,ACTR10
16683,59494,ACTR10
16732,59935,ACTR10
16754,59307,ACTR10
16771,58733,ACTR10
16771,58733,ACTR10
16771,58733,ACTR10
16771,58733,ACTR10
16773,59077,ACTR10
16773,59077,ACTR10
16773,59077,ACTR10
16773,59077,ACTR10
16809,58356,ACTR10
16835,60399,ACTR10
16866,58523,ACTR10
16873,58388,ACTR10
16899,59300,ACTR10
16901,60073,ACTR10
16909,60132,ACTR10
16909,60132,ACTR10
16936,59829,ACTR10
16936,59829,ACTR10
16944,58779,ACTR10
16961,59294,ACTR10
16970,60067,ACTR10
16978,59863,ACTR10
16988,58951,ACTR10
17013,60521,ACTR10
17052,60528,ACTR10
17057,59177,ACTR10
17066,60240,ACTR10
17081,59575,ACTR10
17084,59022,ACTR10
17084,59022,ACTR10
17107,58378,ACTR10
17107,58378,ACTR10
17125,60812,ACTR10
17176,59013,ACTR10
17183,58611,ACTR10
17192,58467,ACTR10
17192,58467,ACTR10
17196,60363,ACTR10
17198,60291,ACTR10
17204,58485,ACTR10
17228,59147,ACTR10
17240,59065,ACTR10
17242,60121,ACTR10
17243,58502,ACTR10
17244,60373,ACTR10
17244,60373,ACTR10
17245,60551,ACTR10
17250,58587,ACTR10
17250,58587,ACTR10
17250,58587,ACTR10
17260,59346,ACTR10
17270,59362,ACTR10
17270,59362,ACTR10
17270,59362,ACTR10
17275,59260,ACTR10
17279,59719,ACTR10
17283,59095,ACTR10
17293,58337,ACTR10
17299,59091,ACTR10
17309,58782,ACTR10
17320,59017,ACTR10
17321,60386,ACTR10
17326,59224,ACTR10
17339,58898,ACTR10
17354,60666,ACTR10
17382,59305,ACTR10
17384,60372,ACTR10
17405,59311,ACTR10
17405,59770,ACTR10
17440,59646,ACTR10
17440,59646,ACTR10
17464,59564,ACTR10
17464,59564,ACTR10
17477,59024,ACTR10
17492,59826,ACTR10
17508,59331,ACTR10
17538,59320,ACTR10
17541,58439,ACTR10
17541,58439,ACTR10
17541,58439,ACTR10
17541,58439,ACTR10
17601,59256,ACTR10
17601,59256,ACTR10
17601,59256,ACTR10
17601,59256,ACTR10
17601,59256,ACTR10
17601,59256,ACTR10
17625,58945,ACTR10
17635,59119,ACTR10
17635,59119,ACTR10
17635,59119,ACTR10
17648,59723,ACTR10
17703,58977,ACTR10
17703,58977,ACTR10
17703,58977,ACTR10
17709,60245,ACTR10
17749,59599,ACTR10
17749,59599,ACTR10
17756,60546,ACTR10
17780,59208,ACTR10
17790,59359,ACTR10
17793,59253,ACTR10
17793,59253,ACTR10
17809,59957,ACTR10
17812,59577,ACTR10
17813,59045,ACTR10
17836,59139,ACTR10
17853,60737,ACTR10
17866,59133,ACTR10
17874,59596,ACTR10
17914,59132,ACTR10
17921,59554,ACTR10
17930,59185,ACTR10
17931,60800,ACTR10
17961,58891,ACTR10
17971,60190,ACTR10
17980,59447,ACTR10
17986,60692,ACTR10
18007,60190,ACTR10
18034,58978,ACTR10
18076,58968,ACTR10
18107,60781,ACTR10
18108,59737,ACTR10
18129,60777,ACTR10
18157,60552,ACTR10
18189,59643,ACTR10
18204,59142,ACTR10
18249,58947,ACTR10
18258,60317,ACTR10
18276,58786,ACTR10
18276,58786,ACTR10
18290,60432,ACTR10
18295,60691,ACTR10
18313,60614,ACTR10
18339,59443,ACTR10
18361,60543,ACTR10
18362,58647,ACTR10
18396,60688,ACTR10
18396,60688,ACTR10
18420,58791,ACTR10
18426,60373,ACTR10
18428,60779,ACTR10
18430,60407,ACTR10
18448,59421,ACTR10
18466,59798,ACTR10
18469,59484,ACTR10
18470,58832,ACTR10
18470,58832,ACTR10
18497,60518,ACTR10
18519,60782,ACTR10
18519,60782,ACTR10
18542,58538,ACTR10
18579,60035,ACTR10
18579,60035,ACTR10
18582,59143,ACTR10
18584,60315,ACTR10
18589,59742,ACTR10
18606,60436,ACTR10
18650,58832,ACTR10
18669,59180,ACTR10
18693,60523,ACTR10
18706,60193,ACTR10
18716,58639,ACTR10
18732,59872,ACTR10
18733,60757,ACTR10
18733,58727,ACTR10
18756,59186,ACTR10
18804,60651,ACTR10
18834,60757,ACTR10
18877,60645,ACTR10
18883,60167,ACTR10
16688,59490,ACTR1A
16764,60568,ACTR1A
16785,59369,ACTR1A
16786,60004,ACTR1A
16831,59686,ACTR1A
16846,60676,ACTR1A
16846,60676,ACTR1A
16870,59094,ACTR1A
16887,59099,ACTR1A
16933,60398,ACTR1A
16933,60398,ACTR1A
16939,58545,ACTR1A
16976,58953,ACTR1A
16991,60539,ACTR1A
17029,59529,ACTR1A
17051,59462,ACTR1A
17061,58740,ACTR1A
17151,59189,ACTR1A
17263,58763,ACTR1A
17263,58763,ACTR1A
17273,58517,ACTR1A
17273,58517,ACTR1A
17296,58918,ACTR1A
17296,58918,ACTR1A
17326,58379,ACTR1A
17333,60607,ACTR1A
17333,60607,ACTR1A
17339,60328,ACTR1A
17365,58406,ACTR1A
17367,59206,ACTR1A
17367,59206,ACTR1A
17373,59419,ACTR1A
17373,59419,ACTR1A
17403,58717,ACTR1A
17459,58666,ACTR1A
17464,59714,ACTR1A
17473,58372,ACTR1A
17504,60259,ACTR1A
17516,60323,ACTR1A
17523,59478,ACTR1A
17540,60542,ACTR1A
17569,60341,ACTR1A
17574,59067,ACTR1A
17574,59067,ACTR1A
17584,60037,ACTR1A
17587,59598,ACTR1A
17587,59598,ACTR1A
17587,59598,ACTR1A
17587,59598,ACTR1A
17591,59437,ACTR1A
17627,60064,ACTR1A
17638,60323,ACTR1A
17648,59445,ACTR1A
17655,60754,ACTR1A
17740,60644,ACTR1A
17769,58549,ACTR1A
17770,58429,ACTR1A
17784,60441,ACTR1A
17793,60108,ACTR1A
17793,60108,ACTR1A
17931,58711,ACTR1A
17976,58587,ACTR1A
17977,60325,ACTR1A
17994,58586,ACTR1A
17995,59954,ACTR1A
17996,60451,ACTR1A
17997,60255,ACTR1A
18002,58754,ACTR1A
18006,60118,ACTR1A
18010,60566,ACTR1A
18010,59861,ACTR1A
18045,59195,ACTR1A
18088,58511,ACTR1A
18109,60387,ACTR1A
18143,59547,ACTR1A
18145,59122,ACTR1A
18166,59341,ACTR1A
18166,59341,ACTR1A
18178,59274,ACTR1A
18265,60732,ACTR1A
18288,58341,ACTR1A
18290,58713,ACTR1A
18311,59241,ACTR1A
18316,59290,ACTR1A
18331,60377,ACTR1A
18340,59519,ACTR1A
18405,60692,ACTR1A
18405,60692,ACTR1A
18441,60668,ACTR1A
18481,60144,ACTR1A
18488,60534,ACTR1A
18490,59385,ACTR1A
18491,60578,ACTR1A
18491,60822,ACTR1A
18495,59157,ACTR1A
18505,58995,ACTR1A
18506,59758,ACTR1A
18547,59075,ACTR1A
18547,59075,ACTR1A
18548,60360,ACTR1A
18548,60360,ACTR1A
18548,60360,ACTR1A
18564,59862,ACTR1A
18570,59290,ACTR1A
18594,60593,ACTR1A
18597,59392,ACTR1A
18597,59392,ACTR1A
18597,59392,ACTR1A
18613,59308,ACTR1A
18653,59634,ACTR1A
18690,58641,ACTR1A
18702,58986,ACTR1A
18702,58986,ACTR1A
18740,59626,ACTR1A
18781,60379,ACTR1A
18863,60085,ACTR1A
18863,60085,ACTR1A
18871,59561,ACTR1A
18877,58971,ACTR1A
18877,58971,ACTR1A
16680,58810,ACTR1B
16721,58888,ACTR1B
16748,58598,ACTR1B
16754,59684,ACTR1B
16759,60519,ACTR1B
16759,60519,ACTR1B
16759,60519,ACTR1B
16761,59447,ACTR1B
16778,58334,ACTR1B
16778,58334,ACTR1B
16786,59337,ACTR1B
16786,59337,ACTR1B
16786,59337,ACTR1B
16794,60184,ACTR1B
16800,58361,ACTR1B
16800,58361,ACTR1B
16800,58361,ACTR1B
16802,59569,ACTR1B
16806,58516,ACTR1B
16892,60472,ACTR1B
16892,60472,ACTR1B
16902,59589,ACTR1B
16902,59589,ACTR1B
16963,59320,ACTR1B
16968,59936,ACTR1B
17005,59491,ACTR1B
17043,59788,ACTR1B
17083,58750,ACTR1B
17139,59911,ACTR1B
17214,60268,ACTR1B
17216,59826,ACTR1B
17245,59465,ACTR1B
17245,59465,ACTR1B
17253,60172,ACTR1B
17307,58400,ACTR1B
17344,60649,ACTR1B
17344,59155,ACTR1B
17355,59217,ACTR1B
17399,60516,ACTR1B
17417,59486,ACTR1B
17452,60251,ACTR1B
17452,60251,ACTR1B
17485,60603,ACTR1B
17518,60565,ACTR1B
17559,59844,ACTR1B
17570,60590,ACTR1B
17598,58323,ACTR1B
17620,59989,ACTR1B
17631,59821,ACTR1B
17645,60141,ACTR1B
17691,59141,ACTR1B
17693,59984,ACTR1B
17706,59207,ACTR1B
17708,58823,ACTR1B
17737,58665,ACTR1B
17767,59985,ACTR1B
17787,59489,ACTR1B
17787,59489,ACTR1B
17787,59489,ACTR1B
17787,59489,ACTR1B
17874,59151,ACTR1B
17924,60429,ACTR1B
17925,59468,ACTR1B
17927,58347,ACTR1B
17937,59201,ACTR1B
18098,59883,ACTR1B
18110,60812,ACTR1B
18130,60186,ACTR1B
18130,60186,ACTR1B
18217,58604,ACTR1B
18254,58942,ACTR1B
18262,60798,ACTR1B
18304,60158,ACTR1B
18368,58499,ACTR1B
18399,59863,ACTR1B
18399,59777,ACTR1B
18418,59787,ACTR1B
18446,58891,ACTR1B
18530,59760,ACTR1B
18555,58909,ACTR1B
18588,59396,ACTR1B
18601,59998,ACTR1B
18610,59210,ACTR1B
18647,60606,ACTR1B
18706,58880,ACTR1B
18706,58880,ACTR1B
18756,59431,ACTR1B
18773,58790,ACTR1B
18834,58859,ACTR1B
18834,58859,ACTR1B
18862,60279,ACTR1B
18864,58377,ACTR1B
18893,58568,ACTR1B
18893,58568,ACTR1B
18893,59403,ACTR1B
16679,60327,ACTR3
16679,60327,ACTR3
16691,59289,ACTR3
16697,60804,ACTR3
16697,60804,ACTR3
16729,59019,ACTR3
16742,60261,ACTR3
16743,60263,ACTR3
16743,60263,ACTR3
16743,60263,ACTR3
16749,59970,ACTR3
16781,60792,ACTR3
16781,60792,ACTR3
16793,58359,ACTR3
16812,59406,ACTR3
16818,59180,ACTR3
16824,58521,ACTR3
16842,60162,ACTR3
16853,58985,ACTR3
16920,60485,ACTR3
16920,60485,ACTR3
16938,60431,ACTR3
16938,60431,ACTR3
16944,58707,ACTR3
16970,60522,ACTR3
16970,60522,ACTR3
17001,59955,ACTR3
17014,58537,ACTR3
17044,60664,ACTR3
17049,58943,ACTR3
17050,58815,ACTR3
17076,59403,ACTR3
17108,58663,ACTR3
17138,59652,ACTR3
17140,60727,ACTR3
17149,59047,ACTR3
17163,58708,ACTR3
17185,60643,ACTR3
17199,59522,ACTR3
17205,58374,ACTR3
17263,60776,ACTR3
17268,59583,ACTR3
17274,59584,ACTR3
17274,59584,ACTR3
17336,60670,ACTR3
17336,60670,ACTR3
17396,59246,ACTR3
17417,58745,ACTR3
17459,59961,ACTR3
17460,59850,ACTR3
17495,60274,ACTR3
17524,59438,ACTR3
17535,58849,ACTR3
17540,58955,ACTR3
17581,60493,ACTR3
17581,60493,ACTR3
17583,59536,ACTR3
17583,59536,ACTR3
17637,60006,ACTR3
17682,60096,ACTR3
17691,58325,ACTR3
17691,58325,ACTR3
17691,58325,ACTR3
17716,59975,ACTR3
17738,59466,ACTR3
17781,60429,ACTR3
17800,59898,ACTR3
17801,60628,ACTR3
17817,58472,ACTR3
17835,60034,ACTR3
17844,59050,ACTR3
17867,59275,ACTR3
17924,58371,ACTR3
17937,60671,ACTR3
17941,60717,ACTR3
17943,59466,ACTR3
17943,59466,ACTR3
17943,59466,ACTR3
17943,59466,ACTR3
17943,59466,ACTR3
17960,59839,ACTR3
17994,58692,ACTR3
18003,60708,ACTR3
18003,60708,ACTR3
18003,60708,ACTR3
18010,59971,ACTR3
18014,58692,ACTR3
18031,58647,ACTR3
18052,60205,ACTR3
18063,58940,ACTR3
18120,58889,ACTR3
18120,58889,ACTR3
18120,58889,ACTR3
18123,59659,ACTR3
18124,58410,ACTR3
18168,60113,ACTR3
18168,60113,ACTR3
18170,59409,ACTR3
18173,58745,ACTR3
18189,59948,ACTR3
18194,60606,ACTR3
18266,58957,ACTR3
18266,58721,ACTR3
18277,59336,ACTR3
18318,58608,ACTR3
18340,60516,ACTR3
18340,60516,ACTR3
18345,59603,ACTR3
18348,59586,ACTR3
18354,60623,ACTR3
18355,58761,ACTR3
18357,58714,ACTR3
18360,60238,ACTR3
18383,59359,ACTR3
18383,59359,ACTR3
18383,59359,ACTR3
18383,59359,ACTR3
18383,59359,ACTR3
18384,59340,ACTR3
18438,60569,ACTR3
18438,60569,ACTR3
18455,59719,ACTR3
18474,58962,ACTR3
18474,58962,ACTR3
18479,60596,ACTR3
18487,60649,ACTR3
18495,59043,ACTR3
18495,59043,ACTR3
18507,60782,ACTR3
18507,60186,ACTR3
18534,58888,ACTR3
18534,58888,ACTR3
18551,59753,ACTR3
18551,59753,ACTR3
18551,59753,ACTR3
18562,60007,ACTR3
18563,60295,ACTR3
18581,59128,ACTR3
18581,59128,ACTR3
18591,60512,ACTR3
18591,60512,ACTR3
18591,60512,ACTR3
18606,60791,ACTR3
18606,60791,ACTR3
18606,60791,ACTR3
18621,58670,ACTR3
18622,58524,ACTR3
18646,60815,ACTR3
18715,58628,ACTR3
18727,60780,ACTR3
18729,60528,ACTR3
18754,60313,ACTR3
18776,59859,ACTR3
18804,59542,ACTR3
18808,60480,ACTR3
18808,60480,ACTR3
18819,58748,ACTR3
18833,60641,ACTR3
18848,58910,ACTR3
18848,58911,ACTR3
18857,58633,ACTR3
18858,59436,ACTR3
18858,59436,ACTR3
18862,60412,ACTR3
18866,60466,ACTR3
18866,60466,ACTR3
18888,60119,ACTR3
16695,60658,ACTR3B
16703,60664,ACTR3B
16708,58435,ACTR3B
16708,59247,ACTR3B
16739,58905,ACTR3B
16757,59957,ACTR3B
16765,59876,ACTR3B
16772,60102,ACTR3B
16793,58362,ACTR3B
16803,58389,ACTR3B
16819,59545,ACTR3B
16855,58497,ACTR3B
16865,58371,ACTR3B
16868,58489,ACTR3B
16868,58489,ACTR3B
16922,60413,ACTR3B
16926,59210,ACTR3B
16926,59210,ACTR3B
16927,60064,ACTR3B
16947,58653,ACTR3B
16961,59572,ACTR3B
16980,59575,ACTR3B
17018,60257,ACTR3B
17036,58555,ACTR3B
17036,60366,ACTR3B
17073,59181,ACTR3B
17073,59270,ACTR3B
17074,58666,ACTR3B
17119,58949,ACTR3B
17119,58949,ACTR3B
17164,59961,ACTR3B
17276,60211,ACTR3B
17295,60787,ACTR3B
17323,60531,ACTR3B
17364,59916,ACTR3B
17387,59817,ACTR3B
17444,59450,ACTR3B
17452,60356,ACTR3B
17460,59214,ACTR3B
17461,59937,ACTR3B
17476,59363,ACTR3B
17518,59731,ACTR3B
17536,59082,ACTR3B
17543,60335,ACTR3B
17570,59357,ACTR3B
17573,59287,ACTR3B
17574,59604,ACTR3B
17579,59977,ACTR3B
17579,59977,ACTR3B
17581,60627,ACTR3B
17648,60216,ACTR3B
17662,59190,ACTR3B
17665,60827,ACTR3B
17678,58573,ACTR3B
17678,59496,ACTR3B
17688,60583,ACTR3B
17736,60584,ACTR3B
17749,59421,ACTR3B
17764,58403,ACTR3B
17772,60680,ACTR3B
17772,60680,ACTR3B
17791,60484,ACTR3B
17826,58833,ACTR3B
17838,59515,ACTR3B
17838,59515,ACTR3B
17860,60235,ACTR3B
17908,59098,ACTR3B
17909,59398,ACTR3B
17935,60486,ACTR3B
17935,60486,ACTR3B
17935,60089,ACTR3B
17935,60089,ACTR3B
17935,60089,ACTR3B
17972,59801,ACTR3B
18030,60558,ACTR3B
18034,59234,ACTR3B
18045,60396,ACTR3B
18066,59136,ACTR3B
18079,58593,ACTR3B
18087,58348,ACTR3B
18117,60431,ACTR3B
18196,59163,ACTR3B
18200,58412,ACTR3B
18236,60721,ACTR3B
18242,58602,ACTR3B
18297,59120,ACTR3B
18318,60693,ACTR3B
18330,60690,ACTR3B
18339,60633,ACTR3B
18341,59777,ACTR3B
18368,58858,ACTR3B
18372,59759,ACTR3B
18382,58516,ACTR3B
18382,58516,ACTR3B
18382,59356,ACTR3B
18413,60205,ACTR3B
18413,60205,ACTR3B
18424,60681,ACTR3B
18455,59228,ACTR3B
18488,58573,ACTR3B
18491,60052,ACTR3B
18502,58612,ACTR3B
18508,60485,ACTR3B
18508,60485,ACTR3B
18508,60485,ACTR3B
18508,60485,ACTR3B
18509,59221,ACTR3B
18518,58902,ACTR3B
18533,59858,ACTR3B
18551,59633,ACTR3B
18551,59633,ACTR3B
18579,60561,ACTR3B
18588,59145,ACTR3B
18588,59145,ACTR3B
18588,59145,ACTR3B
18619,58907,ACTR3B
18639,59103,ACTR3B
18643,58667,ACTR3B
18656,59360,ACTR3B
18660,58368,ACTR3B
18660,58368,ACTR3B
18729,60574,ACTR3B
18729,60574,ACTR3B
18729,60574,ACTR3B
18730,60574,ACTR3B
18797,59934,ACTR3B
18816,60093,ACTR3B
18816,60093,ACTR3B
18816,60093,ACTR3B
18818,59290,ACTR3B
18835,59050,ACTR3B
